"DATA/CZAS";"TYP";"ZLECENIE#";"TRANSAKCJA#";"ZLECENIE POWIĄZANE#";"INSTRUMENT";"JEDNOSTKI/IL.";"CENA";"TOLERANCJA CENA";"STOP LOSS";"TAKE PROFIT";"DEPOZYT ZABEZPIECZAJĄCY (PLN)";"KURS WYMIANY";"WARTOŚĆ POZYCJI (PLN)";"ZAKSIĘGOWANA KWOTA (PLN)";"SALDO (PLN)";"WARTOŚĆ WYŁĄCZAJĄC OPŁATĘ";"OPŁATA";"KOSZTY UTRZYMANIA POZYCJI - WARTOŚĆ POZYCJI";"STAWKA ZA UTRZYMANIE POZYCJI";"KOSZTY UTRZYMANIA POZYCJI (PLN)";"KOSZTY UTRZYMANIA POZYCJI - WYRÓWNANIE (PLN)";"KOSZTY UTRZYMANIA POZYCJI - SUMA (PLN)";"OPŁATA";"ZWROT %";"KIERUNEK";"WYPŁATA GDY ZYSK";"WYPŁATA GDY BEZ ZMIANY";"OTWARCIE";"WYGAŚNIĘCIE";"ROZLICZENIE";"CENA ROZLICZENIA";"WYNIK";"WYPŁATA";"TYP";"WYGAŚNIĘCIE";"CENA WYKONAWCZA";"ROZLICZENIE";"CENA ROZLICZENIA";"ZYSK";"STRATA"
"13 Sie 2020 18:57:22";" Zamknięcie Transakcji";"O4-83-422PMN";"T4-83-38E7QF";"O4-83-4222TT";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 998,85";"-";"-";"-";"-";"4,38394";"3 164,57";"7,89";"219,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 Sie 2020 18:57:22";" Zamknięcie Transakcji";"O4-83-422PMN";"T4-83-38E7QE";"O4-83-41YE0E";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 998,85";"-";"-";"-";"-";"4,38394";"3 164,57";"18,41";"211,20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 Sie 2020 16:51:59";"Zmodyfikowano Stop Loss";"O4-83-4222TT";"-";"O4-83-4222TV";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 966,26";"-";"12 966,26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 Sie 2020 15:31:50";" Transakcja Kupna";"O4-83-4222TT";"T4-83-38DQ49";"-";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 966,26";"-";"12 836,59";"-";"-";"4,41174";"3 157,64";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"850381735";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-1,39";"192,79";"-";"-";"-";"-";"-";"-";"-1,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-41ZKK3";"-";"-";"Gaz Ziemny - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"318,45";"-36,23563%";"-1,18";"0,00";"-1,18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-41YE0E";"-";"-";"Germany 30 - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"721,11";"-2,48899%";"-0,22";"0,00";"-0,22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-41YDZZ";"-";"-";"Złoto - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"783,69";"-1,98377%";"-0,16";"0,00";"-0,16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 23:00:35";"Koszty Utrzymania Pozycji";"O4-83-41YE2H";"-";"-";"TRY/USD";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2 000,00";"5,96600%";"0,17";"0,00";"0,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 16:03:10";"Zmodyfikowano Stop Loss";"O4-83-41ZKK3";"-";"O4-83-41ZKK4";"Gaz Ziemny - Kasowy";"150 Jednost.";"2,076";"-";"1,945";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 16:03:03";" Transakcja Kupna";"O4-83-41ZKK3";"T4-83-38BPZ7";"-";"Gaz Ziemny - Kasowy";"150 Jednost.";"2,076";"-";"2,055";"-";"-";"3,75225";"1 168,45";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 09:21:56";"Zmodyfikowano Stop Loss";"O4-83-41YE0E";"-";"O4-83-41YE0F";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 922,76";"-";"12 517,14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 09:21:44";"Zmodyfikowano Stop Loss";"O4-83-41YDZZ";"-";"O4-83-41YE00";"Złoto - Kasowy";"0,409 Jednost.";"1 920,81";"-";"1 856,59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 09:21:25";"Odrzucono Zlecenie: brak wystarczających środków";"O4-83-41YE2Z";"-";"-";"Gaz Ziemny - Kasowy";"150 Jednost.";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 09:21:16";" Transakcja Kupna";"O4-83-41YE2H";"T4-83-389SQE";"-";"TRY/USD";"2 000,00";"0,13702";"-";"0,12389";"-";"-";"0,51619";"1 032,38";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 09:20:59";" Transakcja Kupna";"O4-83-41YE0E";"T4-83-389SND";"-";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 922,76";"-";"12 793,09";"-";"-";"4,42144";"3 153,97";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 Sie 2020 09:20:52";" Transakcja Kupna";"O4-83-41YDZZ";"T4-83-389SN3";"-";"Złoto - Kasowy";"0,409 Jednost.";"1 920,81";"-";"1 901,61";"-";"-";"3,76862";"2 960,67";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 22:10:00";" Zamknięcie Transakcji";"O4-83-41XDY5";"T4-83-3890Z4";"O4-83-41VV5C";"Złoto - Kasowy";"0,409 Jednost.";"1 912,44";"-";"-";"-";"-";"3,76769";"2 947,04";"-53,35";"194,18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 22:10:00";" Zamknięcie Transakcji";"O4-83-41XDY5";"T4-83-3890Z3";"O4-83-41VSBQ";"Złoto - Kasowy";"0,409 Jednost.";"1 912,44";"-";"-";"-";"-";"3,76769";"2 947,04";"-65,69";"247,53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 22:09:52";" Zamknięcie Transakcji";"O4-83-41XDXV";"T4-83-3890YY";"O4-83-41RVCE";"TRY/USD";"2 000,00";"0,1387";"-";"-";"-";"-";"3,7453";"1 045,84";"14,31";"313,22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 22:09:44";" Zamknięcie Transakcji";"O4-83-41XDXK";"T4-83-3890YQ";"O4-83-41RV9X";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 840,51";"-";"-";"-";"-";"4,39487";"3 133,80";"35,14";"298,91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 22:09:36";" Zamknięcie Transakcji";"O4-83-41XDXD";"T4-83-3890YK";"O4-83-41SQPV";"Gaz Ziemny - Kasowy";"150 Jednost.";"2,114";"-";"-";"-";"-";"3,7451";"1 194,71";"6,18";"263,77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 22:09:36";" Zamknięcie Transakcji";"O4-83-41XDXD";"T4-83-3890YJ";"O4-83-41RVD7";"Gaz Ziemny - Kasowy";"150 Jednost.";"2,114";"-";"-";"-";"-";"3,76764";"1 194,71";"-31,08";"257,59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 15:07:59";" Transakcja Kupna";"O4-83-41VV5C";"T4-83-387P6M";"-";"Złoto - Kasowy";"0,409 Jednost.";"1 947,06";"-";"1 752,36";"-";"-";"3,75001";"2 986,31";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 15:07:14";"Stop Loss";"O4-83-41TJNF";"T4-83-387P1D";"-";"Złoto - Kasowy";"0,409 Jednost.";"1 948,88";"-";"-";"-";"-";"3,74811";"2 987,58";"-89,65";"288,67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 14:53:25";"Zmodyfikowano Stop Loss";"O4-83-41VSBQ";"-";"O4-83-41VSBR";"Złoto - Kasowy";"0,409 Jednost.";"1 955,07";"-";"1 896,31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 14:53:10";" Transakcja Kupna";"O4-83-41VSBQ";"T4-83-387MP0";"-";"Złoto - Kasowy";"0,409 Jednost.";"1 955,07";"-";"1 935,52";"-";"-";"3,74447";"2 994,16";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 08:11:45";" Transakcja Kupna";"O4-83-41TJNF";"T4-83-386M11";"-";"Złoto - Kasowy";"0,409 Jednost.";"2 007,36";"-";"1 948,88";"-";"-";"3,75607";"3 083,77";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 Sie 2020 07:30:31";"Stop Loss";"O4-83-41RVDW";"T4-83-386JSJ";"-";"Złoto - Kasowy";"0,409 Jednost.";"2 012,24";"-";"-";"-";"-";"3,75338";"3 089,05";"-31,21";"378,32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 23:00:28";"Koszty Utrzymania Pozycji";"849372515";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-2,55";"409,53";"-";"-";"-";"-";"-";"-";"-2,55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 23:00:28";"Koszty Utrzymania Pozycji";"O4-83-41RV9X";"-";"-";"Germany 30 - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"703,32";"-2,48099%";"-0,21";"0,00";"-0,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 23:00:28";"Koszty Utrzymania Pozycji";"O4-83-41RVD7";"-";"-";"Gaz Ziemny - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"319,95";"-36,23733%";"-1,19";"0,00";"-1,19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 23:00:28";"Koszty Utrzymania Pozycji";"O4-83-41SQPV";"-";"-";"Gaz Ziemny - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"319,95";"-36,23733%";"-1,19";"0,00";"-1,19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 23:00:28";"Koszty Utrzymania Pozycji";"O4-83-41RVCE";"-";"-";"TRY/USD";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2 000,00";"5,96600%";"0,17";"0,00";"0,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 23:00:28";"Koszty Utrzymania Pozycji";"O4-83-41RVDW";"-";"-";"Złoto - Kasowy";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"829,33";"-1,49503%";"-0,13";"0,00";"-0,13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 18:46:16";" Transakcja Kupna";"O4-83-41SQPV";"T4-83-385Z3C";"-";"Gaz Ziemny - Kasowy";"150 Jednost.";"2,103";"-";"2,082";"-";"-";"3,75372";"1 184,11";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 14:53:05";"Zmodyfikowano Stop Loss";"O4-83-41RV9X";"-";"O4-83-41RV9Y";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 695,67";"-";"12 466,94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 14:52:53";"Odrzucono Zlecenie: brak wystarczających środków";"O4-83-41RVEM";"-";"-";"Kawa Arabica - Kasowy";"500 Jednost.";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 14:52:22";" Transakcja Kupna";"O4-83-41RVDW";"T4-83-38560S";"-";"Złoto - Kasowy";"0,409 Jednost.";"2 032,57";"-";"2 012,24";"-";"-";"3,75067";"3 118,01";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 14:52:11";"Zmodyfikowano Stop Loss";"O4-83-41RVD7";"-";"O4-83-41RVD8";"Gaz Ziemny - Kasowy";"150 Jednost.";"2,169";"-";"1,928";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 14:52:06";" Transakcja Kupna";"O4-83-41RVD7";"T4-83-385606";"-";"Gaz Ziemny - Kasowy";"150 Jednost.";"2,169";"-";"2,147";"-";"-";"3,75067";"1 220,28";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 14:51:53";"Zmodyfikowano Stop Loss";"O4-83-41RVCE";"-";"O4-83-41RVCF";"TRY/USD";"2 000,00";"0,13679";"-";"0,12597";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 14:51:44";" Transakcja Kupna";"O4-83-41RVCE";"T4-83-3855ZL";"-";"TRY/USD";"2 000,00";"0,13679";"-";"0,13550";"-";"-";"0,51303";"1 026,06";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 Sie 2020 14:51:01";" Transakcja Kupna";"O4-83-41RV9X";"T4-83-3855YD";"-";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 695,67";"-";"12 568,71";"-";"-";"4,41323";"3 092,79";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 18:33:12";" Zamknięcie Transakcji";"O4-82-41PZ56";"T4-82-383QQB";"O4-82-41NFXL";"EUR/USD";"1 000,00";"1,17748";"-";"-";"-";"-";"3,75887";"4 425,95";"-24,24";"412,08";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 18:33:08";" Zamknięcie Transakcji";"O4-82-41PZ55";"T4-82-383QQ9";"O4-82-41NTSK";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 677,36";"-";"-";"-";"-";"4,39948";"3 097,23";"27,23";"436,32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 18:33:08";" Zamknięcie Transakcji";"O4-82-41PZ55";"T4-82-383QQ8";"O4-82-41NRDW";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 677,36";"-";"-";"-";"-";"4,39948";"3 097,23";"36,85";"409,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 18:33:08";" Zamknięcie Transakcji";"O4-82-41PZ55";"T4-82-383QQ7";"O4-82-41NFPX";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 677,36";"-";"-";"-";"-";"4,39948";"3 097,23";"20,70";"372,24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 18:33:04";" Zamknięcie Transakcji";"O4-82-41PZ53";"T4-82-383QQ6";"O4-82-41P523";"Srebro - Kasowy";"30 Jednost.";"27,866";"-";"-";"-";"-";"3,75887";"3 142,34";"-51,20";"351,54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 18:33:01";" Zamknięcie Transakcji";"O4-82-41PZ50";"T4-82-383QQ3";"O4-82-41NYN3";"TRY/USD";"2 000,00";"0,13789";"-";"-";"-";"-";"3,75876";"1 037,32";"-16,84";"402,74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 16:07:42";"Zmodyfikowano Stop Loss";"O4-82-41P523";"-";"O4-82-41P524";"Srebro - Kasowy";"30 Jednost.";"28,32";"-";"26,858";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 14:38:36";"Zmodyfikowano Stop Loss";"O4-82-41P523";"-";"O4-82-41P524";"Srebro - Kasowy";"30 Jednost.";"28,32";"-";"27,294";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 14:38:29";" Transakcja Kupna";"O4-82-41P523";"T4-82-383225";"-";"Srebro - Kasowy";"30 Jednost.";"28,32";"-";"28,032";"-";"-";"3,73871";"3 176,40";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 14:30:06";"Stop Loss";"O4-82-41NFR4";"T4-82-382YZS";"-";"Srebro - Kasowy";"30 Jednost.";"27,833";"-";"-";"-";"-";"3,73708";"3 120,42";"-33,52";"419,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 13:40:29";"Zmodyfikowano Stop Loss";"O4-82-41NYN3";"-";"O4-82-41NYN4";"TRY/USD";"2 000,00";"0,14013";"-";"0,13531";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 13:26:10";" Transakcja Kupna";"O4-82-41NYN3";"T4-82-382VWT";"-";"TRY/USD";"2 000,00";"0,14013";"-";"0,13875";"-";"-";"0,52359";"1 047,18";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 12:10:13";" Transakcja Kupna";"O4-82-41NTSK";"T4-82-382RVE";"-";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 565,23";"-";"12 439,57";"-";"-";"4,4238";"3 068,35";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 11:30:20";"Zmodyfikowano Stop Loss";"O4-82-41NFPX";"-";"O4-82-41NFPY";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 592,14";"-";"12 398,52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 11:30:10";" Transakcja Kupna";"O4-82-41NRDW";"T4-82-382PYQ";"-";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 525,63";"-";"12 400,62";"-";"-";"4,42708";"3 060,94";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 09:30:47";" Transakcja Kupna";"O4-82-41NFXL";"T4-82-382GGG";"-";"EUR/USD";"1 000,00";"1,18393";"-";"1,17209";"-";"-";"4,42729";"4 427,29";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 09:29:30";"Odrzucono Zlecenie: brak wystarczających środków";"O4-82-41NFRV";"-";"-";"Gaz Ziemny - Kasowy";"150 Jednost.";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 09:29:12";" Transakcja Kupna";"O4-82-41NFR4";"T4-82-382GC6";"-";"Srebro - Kasowy";"30 Jednost.";"28,132";"-";"27,855";"-";"-";"3,74022";"3 156,59";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"07 Sie 2020 09:28:47";" Transakcja Kupna";"O4-82-41NFPX";"T4-82-382GBB";"-";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 592,14";"-";"12 466,22";"-";"-";"4,42827";"3 078,02";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"06 Sie 2020 20:43:16";" Zamknięcie Transakcji";"O4-82-41METT";"T4-82-381NG5";"O4-82-41L5LH";"Złoto - Kasowy";"0,409 Jednost.";"2 060,2";"-";"-";"-";"-";"3,71027";"3 145,16";"5,57";"453,10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"06 Sie 2020 20:43:16";" Zamknięcie Transakcji";"O4-82-41METT";"T4-82-381NG4";"O4-82-41HYQ5";"Złoto - Kasowy";"0,409 Jednost.";"2 060,2";"-";"-";"-";"-";"3,73259";"3 145,16";"-9,97";"447,53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"06 Sie 2020 20:43:12";" Zamknięcie Transakcji";"O4-82-41METR";"T4-82-381NG2";"O4-82-41L12W";"TRY/USD";"2 000,00";"0,13816";"-";"-";"-";"-";"3,73259";"1 032,08";"-3,06";"457,50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"06 Sie 2020 20:43:07";" Zamknięcie Transakcji";"O4-82-41METK";"T4-82-381NFX";"O4-82-41KT65";"Germany 30 - Kasowy";"0,0552 Jednost.";"12 669,52";"-";"-";"-";"-";"4,43166";"3 099,31";"-9,80";"460,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"06 Sie 2020 20:26:44";"Stop Loss";"O4-82-41KSVM";"T4-82-381M55";"-";"Gaz Ziemny - Kasowy";"150 Jednost.";"2,116";"-";"-";"-";"-";"3,73273";"1 184,76";"-31,91";"470,36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
